Id,CaptionText,Category
893,#ammoudi port... #oia #santorini #greece #greekislands #caldera #throwback     #wanderlust #fernweh #travelbug #blessed #thankful,EU
894,#Centralpark #NYC   #happiness,AMERICA
895,One year ago begans my journey with my dad to a new continent to visit my family and meet new places. I will never forget this experience thanks to my cousin for everything and God for allow me to travel. One day i will come back #Europe #TheBest   #InLove,EU
896,#torredipisa#pisa#tower  #memories#ricordi#travelling#love#happy#sky#skylovers#blackandwhite#blackandwhitephoto#blue#clouds#cloudy#skyporn#tagstagram#editoftheday#tagsforlikes#follow#beautiful#instalike#tourists#igersitalia#instafollow,EU
897,A sunny day in #Calgary  #Canada #Alberta  ,AMERICA
898,. Some 250 kilometers north of Manila is a place where pine trees grow naturally. Thanks to its high elevation Baguio City offers cold climate to those who want to escape the summer heat from the countrys capital though that means traveling the distance up north through long winding roads along the mountain side. A place for rest.  ____________ Apr.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #Baguio #Benguet #Philippines #mountain   #home    All Rights Reserved. 2014.,APAC
899,. Mountain lion.  This lion statue  called the Lions Head is one of many attractions you can see in Baguio. It is sitting along Kennon Road a major highway in the north and serves as a welcome icon to those visiting the city.  ____________ Apr.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #Baguio #Benguet #Philippines #mountain   #home    All Rights Reserved. 2014.,APAC
900,. Climbing up for that cold breeze.  Baguio is a city in the province of Benguet located in the northern part of Luzon. It is the highest elevated city of the country and because of its cold climate all year round it was designated as the countrys Summer Capital in 1903.  ____________ Apr.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #Baguio #Benguet #Philippines #mountain   #home    All Rights Reserved. 2014.,APAC
901,#Londres #viajeconpasaporte #momentosfelices  ,EU
902,. Shooting the rapids!  These canoes might look flimsy but they took us from one end of the river to the other. They are built this way in order to fit the little spaces inbetween rocks.  They sit three and one boat man that will thread you through the rocky river. Fun boats I call them.  ____________ Apr.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #Pagsanjan #Laguna #Magdapio #falls #Philippines #river #rapids   #home    All Rights Reserved. 2014.,APAC
903,. Shooting the rapids!  One of Philippines famous waterfalls  the Pagsanjan Falls is small yet strong. I guess even the raft will break when it goes right beneath this gushing flow of water.  The falls is located at the end of the river. Youll have to shoot your way through the gentle rapids and pass by little falls before reaching the king.  ____________ Apr.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #Pagsanjan #Laguna #Magdapio #falls #Philippines #river #rapids   #home    All Rights Reserved. 2014.,APAC
904,. Shooting the rapids!  These men literally pull the boats atop the jagged rocks when theyre not rowing. The rapids are not very turbulent but still a thrilling activity when youre around Pagsanjan Laguna in Philippines.  ____________ Apr.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #Pagsanjan #Laguna #Magdapio #falls #Philippines #river #rapids   #home    All Rights Reserved. 2014.,APAC
905,. A Douglas A1 Skyraider sitting on the museums yard along with other heavy machineries used during Vietnam War.  The War Remnants Museum in Ho Chi Minh City contains collections from military equipment firearms & explosives to photographs of war and even preserved human fetuses. Along with the photos are texts describing the effects of Americas chemical weapons including the famed Agent Orange.  And though the gallery could easily be onesided and antiAmerican the War Remnants Museum is still a place to be visited in HCMC  but may not be for the fainthearted.  ____________ Jul.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #HoChiMinhCity #HCMC #Vietnam #museum      All Rights Reserved. 2014.,APAC
906,. The mighty Vietnamese prison wall on the left and to the right are the famed tiger cages used during Vietnam War.  The War Remnants Museum in Ho Chi Minh City contains collections from military equipment firearms & explosives to photographs of war and even preserved human fetuses. Along with the photos are texts describing the effects of Americas chemical weapons including the famed Agent Orange.  And though the gallery could easily be onesided and antiAmerican the War Remnants Museum is still a place to be visited in HCMC  but may not be for the fainthearted.  ____________ Jul.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #HoChiMinhCity #HCMC #Vietnam #museum      All Rights Reserved. 2014.,APAC
907,. What is left of the wall that once held prisoners beyond its perimeter.  The War Remnants Museum in Ho Chi Minh City contains collections from military equipment firearms & explosives to photographs of war and even preserved human fetuses. Along with the photos are texts describing the effects of Americas chemical weapons including the famed Agent Orange.  And though the gallery could easily be onesided and antiAmerican the War Remnants Museum is still a place to be visited in HCMC  but may not be for the fainthearted.  ____________ Jul.2013. Photo taken using #Nikon #D5200 Edited using #Snapseed and #iWatermark  #HoChiMinhCity #HCMC #Vietnam #museum      All Rights Reserved. 2014.,APAC
908,Wild elephants in Africa :) #kenya #massaimara #masaimara #masai #gamereserve #safari #elephants #wild #wildanimals #keepanimalsfree #giant #beautiful #africa #safaribug #thisisafrica   #travelbug   #travelblog #travelgram #travellife #travelonly #travelporn #traveltheworld #travelinspiration #wander #wanderlust #fernweh #seetheworld #love,AFRICA
909,View from the Montjuic Castle Barcelona Spain 2013 #MontjuicCastle,EU
910,#turkey#bursa#2013 #fun#funny#me,EU
911,I miss you. @instasimsk72 #betterwhenwearetogether Count down for Fuerte.   #portlanovelle,EU
912,Friends that travel together stay together! Love you guys! Looking forward to our next! #throwbacksunday  ,OTHERS
913,#Mundom&m #Londres #viajeconpasaporte #momentosfelices  ,EU
914,#MuseodeOrsay   #viajeconpasaporte #Pars,EU
915,Winter in City of Luxembourg.. #throwbackthursday #luxembourg #europe #winter #solotrip   #backpacking2013 #travellingdoctor #traveller #backpacker #igermalaysia #instagrammer,EU
916,Ahhhh missing this right about now. #uluru #ayersrock #outback #bush #australianoutback #australia #northernterritory #nt #aus #oz   #travelbug   #travelblog #travelgram #travellife #travelonly #travelporn #traveltuesday #traveltheworld #aroundtheworld #wander #wanderlust #fernweh #knowhowadventure #amazing #sacred #beautiful #sunrise,APAC
917,missing #santorini... #wanderlust #fernweh   #greece #greekislands #blessed #thankful #travel,EU
918,#tbt #estadiodeboca#museodeboca#argentina#buenosaires#trip,AMERICA
919,#haiti... playful colors that makes a picture perfect #sunset. #throwback     #wanderlust #fernweh #thankful #blessed #clubindigo,AMERICA
920, ,OTHERS
921, #odals <3,OTHERS
922,4feb: Fun experience at the Berlinale to cap our time in Berlin! #germany #berlin #berlinale #sonycenter #winter2013,EU
923,4feb: Paparazzo on the loose!#germany #berlin #berlinale #sonycenter #winter2013,EU
924,4feb: Hey look! Its ANN in Berlin  #germany #berlin #alexanderplatz #winter2013,EU
925,#nofilter #sunrise in #panglaoisland #bohol #philippines #itsmorefuninthephilippines #throwback   #wanderlust #fernweh #thankful #blessed,APAC
926, #masaimara #masaaimara #massaimara #gamereserve #kenya #safari #africa #thisisafrica #lions #freedom #keepanimalsfree #lion #plains #safaribug #travelbug   #travelblog #travellife #travellife #travelonly #travelporn #traveltheworld #travelinspiration #natureonly #natureporn #wildlife #wild #wildanimals #fernweh #wander #wanderlust,AFRICA
927,#dobby #argentina  ,AMERICA
928,#barcelona2013 #barcelona #spain2013 #spain #europe #instabarcelona #instatravel #instaeurope #instaspain #city #tagsforlikes #tagsforlike #instagrameurope #nofilter #iphone #iphone4 #travelgram   #traveller   #iphonephoto #travelporn #cityporn #travelphotography,EU
929,the early bird catches the worm... or in this case gets to swim with whale sharks! #oslob #cebu #sunrise #butanding #itsmorefuninthephilippines  #philippines #throwback   #wanderlust #fernweh #thankful #blessed,APAC
930,. # #barcelona2013 #barcelona #spain2013 #spain #instabarcelona #instatravel #instaspain #street #nofilter #tagsforlikes #tagsforlike #europe #instaeurope #travelgram   #traveller,EU
931,#barcelona #instaspain #spain #instabarcelona #tagsforlike #tagsforlikes #travelgram #barcelona2013 #street #nofilter   #spain2013 #instatravel #traveller #people #pedestrian #relax #chill #bluesky,EU
932,#londres  #momentosfelices   #Teatroglobo,EU
933,#Londres #viajeconpasaporte #momentosfelices   #Stonehenge,EU
934,#Stonehenge #Londres #viajeconpasaporte #Sinfiltro #momentosfelices  ,EU
935,#DisneylandiaPars #sacandoelnioquetenemosdentro #momentosfelices   #viajeconpasaporte,EU
936,#DisneylandiaPars #Quierovolvernohaypasaje   #momentosfelices #vacacionesconpasaporte,EU
937,#Arcodeltriunfo #Parsteam  #viajeconpasaporte #momentosfelices  ,EU
938,#vistatorreeiffel    #viajeconpasaporte #Pars #parsdesdrloalto,EU
939,#torreeiffel #Parsteamo #Vacaciones2013 #viajeconpasaporte #momentosfelices  ,EU
940,Mi felicidad era mxima #momentosfelices   #viajeconpasaporte #Pars #Parsteam,EU
941,Pasando el salto el Sapo #Canaima  ,OTHERS
942,#Saltongel #Canaima #Vzlaesunasorpresanatural  #saltomsaltodelmundo #momentosfelices  ,OTHERS
943,1feb: Why am I not all surprised to see the McDonalds sign after Checkpoint Charlie?!! #winter2013,OTHERS
944,1feb: Entering Checkpoint Charlie to the former west Berlin... #winter2013,EU
945,1feb: His safari Trabant... One size fits all!  #germany #berlin #winter2013,EU
946,1feb: My pink Trabant!#germany #berlin #winter2013,EU
947,Black horse sculpture @ Barcelona airport. #bcn #barcelona #barcelonaairport #airport #instaspain #spain #instabarcelona #horse #tagsforlikes #tagsforlike #travelgram   #traveller   #instatravel #blackhorse #blackhorsesculpture #barcelona2013 #nofilter,EU
948,Flashback Friday  An evening in Paris.. Org gi Effiel Tower ngan couple aku gi sorang2.. layan emo sorang2.. jadi photographer jalanan org lain.. kene kejar ngan robber tapi yet still a great experience for.. meeting new people.. learning about their culture art and history.. hopefully someday will be able to came back here again... #flashback #throwback #shafikrambling #backpacking2013   #traveller #backpacker #travellingdoctor #lonelyplanet #paris #france #eiffel #tower #winter #europe #solotrip,EU
949,1feb: Le poupee ! #germany #berlin #pariserplatz #brandenburgertor #winter2013,EU
950,1feb: On the east of Brandenburg Gate... #germany #berlin #pariserplatz #winter2013,EU
951,Its been a year. Will go back but not so soon. My little one needs to go out first.  #flashbackfriday #europe  ,EU
952,1feb: Ms. Turtle on this race to the Reichstag Dome...step NO...step YES!... #germany #berlin #reichstag #winter2013,EU
953,1feb: Le poupee ! #germany #berlin #reichstag #winter2013,EU
954,My #India trip   #throwbackthursday #tbt #explore #wanderlust #selfie #travelgram #traveladdict #travelselfie #igtravel #adventure #byahetayo #newdelhi,APAC
955,Malaysia is truly Asia... #throwbackthursday #melacca #malacca #malaysia   #ilovetotravel #bavstravel #bavsicle,APAC
956,You are gold.  #amsterdam #roadtrip #familienalbum,EU
957,1feb: Ticktock...tick...tock... Wheres that train? #germany #berlin #BrandenburgerTor #winter2013,EU
958,Snow globe #Switzerland  ,EU
959,#london #london2013 #instatravel #instalondon #iguk #instauk #iglondon #instagramuk #instagramlondon #travelgram   #traveller   #tagsforlikes #tagsforlike #nofilter #insta_uk #uk #centrallondon #street,EU
960,Night. London. #london #instalondon #london2013 #instauk ##centrallondon #buildings #instabuildings #insta_uk #uk   #traveller #travelgram #instatravel  ,EU
961,simultaneously listening to people talk in different languages is music to my ears... #mykonos #throwback   #wanderlust #fernweh #thankful #blessed,OTHERS
962,I miss shopping in Bandung. Semalam punya ghalit baca blog kak di pasal Bandung pastu FL sibuk post gambaq trip JakartaBandung aku teringat plak keasikkan shopping kat sana. Pening woi nak pilih factory outlet yg mana nak masuk dulu. Siap duit ja. #throwback   #bandung,APAC
963, One of my favorite pictures from Maasai Mara a lion walking along a dirt road. #masaimara #massaimara #maasaimara #gamereserve #safari #kenya #thisisafrica #africa #beautiful #amazing #lion #favoriteanimal #wild #wildlife #wildanimals #keepanimalsfree #natureonly #natureporn   #knowhowadventure #travelbug   #travelgram #travelonly #travelporn #travelinspiration #traveltheworld #wander #wanderlust #fernweh,AFRICA
964,31jan: Found my spot at this former Berlin Wall (for photo souvenir before it is completely torn down as reported in the news). #germany #berlin #winter2013,EU
965,31jan: Love not war on the former Berlin Wall. #germany #berlin #winter2013,EU
966,31jan: When Berlin was in the east. #germany #berlin #winter2013,EU
967,#santorini in my mind... #TBT #wanderlust #fernweh    #greece #greekislands,EU
968,Happiness is hanging out with my sissy! #tbt #singapore #sentosa   #sisters #fun #bondingmoments,APAC
969,#Repost from @weddingrus with @repostapp    )) #srilanka #srilankan #srilankans #srilanka2013 #srilanka2014 #srilanka2014 #srilankanfood   #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia #travelball #travelblog #travelgram #srilankangirl #srilankanstyle #srilankatravel #srilankanwedding,APAC
970,None,OTHERS
971,Entrance to  Bahrain National Museum Bahrain      #wanderlust  #fernweh #bahrain,APAC
972,Al Areen Wildlife Park Bahrain      #wanderlust #fernweh #bahrain,APAC
973,#Repost from @metelevv with @repostapp    #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia #travelball #travelblog #travelgram #italy #italywedding #italyweddings #italyweddingday #italyweddinglove #italyweddingplanner #italyweddingphotographer #italyweddingphotographers #sicilia #siciliawedding,EU
974,30jan: River cruise or KaDeWe??? #germany #berlin #winter2013,EU
975,One of the pretty mausoleums at the cemetery where Evita rests in Buenos Aires! #larecoletacemetary #cementariodelarecoleta #cemetary #recoleta #buenosaires #famous #evita   #travelbug   #travelblog #travelgram #travellife #travellust #travelonly #travelporn #travelabroad #travelinspiration #traveltheworld #aroundtheworld #wander #wanderlust #fernweh #beautiful #argentina #knowhowadventure,AMERICA
976,30jan: SBahn to museumsinsel the Museum island. #germany #berlin #potsdamerplatz #winter2013,EU
977,30jan: SBahn Ubahn...with a 7day pass anything goes! Starting point at Potsdamer Platz. #germany #berlin #potsdamerplatz #winter2013,EU
978,#mykonos and its #windmills... #throwback   #wanderlust #fernweh #blessed #thankful #greece #greekislands,EU
979,29jan: Here comes the 5minute delayed last connecting ICE train to Berlin at fulda and I would think itll be spot on...tsk. #germany #fulda #berlin #winter2013,EU
980,29jan: Several train connections from Rothenburg o.d.T. to Berlin... Traveling on ICE. #germany #rothenburgOdT #winter2013,EU
981,My entry for todays theme People Walking. #peoplewalking #goodmorningflashmob @good_morning_flashmob,OTHERS
982,28jan: Got my shoeprints in the snow! #germany #rothenburgOdT #stonefly #winter2013,EU
983,  )) #srilanka #srilankan #srilankans #srilanka2013 #srilanka2014 #srilanka2014 #srilankanfood   #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia #travelball #travelblog #travelgram #srilankangirl #srilankanstyle #srilankatravel #srilankanwedding,APAC
984,#srilanka #srilankan #srilankans #srilanka2013 #srilanka2014 #srilanka2014 #srilankanfood   #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia #travelball #travelblog #travelgram #srilankangirl #srilankanstyle #srilankatravel #srilankanwedding,APAC
985,#srilanka #srilankan #srilankans #srilanka2013 #srilanka2014 #srilanka2014 #srilankanfood   #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia #travelball #travelblog #travelgram #srilankangirl #srilankanstyle #srilankatravel #srilankanwedding,APAC
986,#srilanka #srilankan #srilankans #srilanka2013 #srilanka2014 #srilanka2014 #srilankanfood   #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia #travelball #travelblog #travelgram #srilankangirl #srilankanstyle #srilankatravel #srilankanwedding,APAC
987,28jan: Le poupee takes a break... Prost! #germany #rothenburgOdt #roterhahn #winter2013,EU
988,28jan: Le poupee! #germany #rothenburgOdT #Plonlein #winter2013,EU
989,Rothenburgs postcard intersection #germany #rothenburgOdT #Plonlein #winter2013,EU
990,28jan: Out in the snow. Coming from the tropics snow is one of my favorite things! #germany #rothenburgOdT #winter2013,EU
991,Find your escape  #phillipisland #victoria #australia #aussie #aus #oz #island #coast #beach #sunny   #travelbug   #travelblog #travelgram #travellife #travellust #travelonly #travelporn #traveltheworld #travelinspiration #wander #wanderlust #fernweh,APAC
992,HAPPY MOTHERS DAY mother!!! I know Im pasaway sometimes a lot of times maybe? Haha. Well thanks for everything! For the love the care the sacrifices you gave still giving to me and to ate babs. Hahahaha. I know Im the kind of daughter who says the  I love yous constantly like everyday. Basta I say it to you. I also know na sometimes you get headaches because of my grades looool. The times you tell me to study and not read something else but I still continue. I know the things you tell me and ate will really affect our future. I clearly understand you mother. So thanks for those reminders and everything! And I wanna learn more about cooking and baking from the one and only. Thanks for everything mother! ,OTHERS
993,I want to go on another safari so badly :(  Check out my KENYA PAGE on my website above for more clips from my time in Kenya! #zebras #zebra #masaimara #massaimara #massaaimara #gamereserve #kenya #africa #thisisafrica #safari #wildlife #wildanimals #keepanimalsfree #travelbug   #travelgram #travelblog #travellife #travelonly #travelabroad #traveltheworld #travelinspiration #natureonly #natureporn #travelporn #wander #wanderlust #fernweh #aroundtheworld #seetheworld,AFRICA
994,27jan: Le poupee having this Marktplatz at old city center all to himself! Night in town... #germany #rothenburgOdT #winter2013,EU
995,Missing #maldives #tbt #throwbackthursday   #travelgram #igersdubai #igtravel #wanderlust #explore #explorer #picoftheday #photooftheday #beattheheat #filipino #beach #byahetayo,APAC
996,Missing #maldives #tbt #throwbackthursday #adventure #wanderlust #explore #explorer #streetscene #byahetayo     #travelgram #igtravel,APAC
997,Missing #maldives #tbt #throwbackthursday     #igtravel #wanderlust #explore #explorer #byahetayo #adventure,APAC
998,Missing #maldives #throwbackthursday #tbt   #adventure #wanderlust #explore #explorer #igtravel #byahetayo #filipino,APAC
999,#throwbackthursday #tbt     #maldives #wanderlust #explore #byahetayo #fun #filipino #igtravel #adventure,APAC
1000,#kopenhagen #kopenhagens #kopenhagenfur #kopenhagen2013 #kopenhagenlovers #kopenhagencalling #kopenhagenlifestyle #kopenhagencollective #kopenhagenfashiontrends   #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia,EU
1001,  #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia #travelball #travelblog #travelgram #italy #italywedding #italyweddings #italyweddingday #italyweddinglove #italyweddingplanner #italyweddingphotographer #italyweddingphotographers #sicilia #siciliawedding,EU
1002,  #travels #traveler #travelbag #travelbug #travelers #traveling #traveller #travelbag #travelbug #travelers #traveling #traveller #travelpic #travelzad   #travelasia #travelball #travelblog #travelgram #italy #italywedding #italyweddings #italyweddingday #italyweddinglove #italyweddingplanner #italyweddingphotographer #italyweddingphotographers #sicilia #siciliawedding,EU
1003,travel throwback. first time to try the trenhotel! madrid to lisbon.  ,EU
1004,Mr. & Ms. Philippines!!! Casual wear at Angkor WatCambodia... And the winner is Mr. Park from Korea #photobomb#tbt #vietnam#cambodia#wemakememories#feelthevibe#forthosewhodo @lenovomobileph,APAC
1005,Taking it back to Brighton Beach in Australia! #brightonbeach #brightonbeachboxes #colorful #colours #colors #bright #beach #sand #tourist #melbourne #australia #oz #aussie #victoria   #travelbug   #travelblog #travelgram #travellife #travellust #travelonly #travelabroad #travelislife #travelinspiration #traveltheworld #wander #wanderlust #fernweh,APAC
1006,27jan: What do you know? Someones got my back on this train drill at the hauptbahnhof. Repeat after me: Right train right track right time!  #germany #frankfurt #winter2013,EU
1007,Hiking at SaPa Valley with local minority. ... North VietnamChina border... Awesome experience #throwback #travellingbuddy #traveller #backpacker     #hiking #SaPa #valley #hanoi #northvietnam #chinaborder #localtribe #blackhmong,APAC
1008,27jan: Le poupee  #germany #frankfurt #winter2013,EU
1009,27jan: Here seen walking the Romerberg on a quiet Sunday morning... #germany #frankfurt #winter2013,EU
1010,27jan: Le poupee catching a train  ride on the SBahn w/ me on his trail...Bourne Legacy style. #germany #frankfurt #winter2013,EU
1011,26jan: Central/eastern bound... Gate Open. #singaporeair #winter2013,APAC
1012,A night to remember!!! A toast of coke while everyone drinks beer/cocktails. A comfy chair to sit and watch others dancing and do their thing... This night is crazy! We are patiently waiting for his brother to get off from work while entertained by his kind and funny friend. Look at us were still smiling and happy inspite of sleeping in a subway for hours. Hahaha. I miss you and looking forward for our next trip! But 1st see you on May 12!!!  @railovesoh #thosewerethedays #goodolddays   #soicowboy #bar #nightclub #bkk #bangkok #thailand #party,APAC
1013,Nature is beautiful. #puertomadryn #puntaninfas #elephantseals #sealions #seals #beach #coast #argentina #wildlife #animals #naturegram #natureonly #natureporn #amazing #travelbug   #travelblog #travelgram #travellife #travellust #travelonly #travelsite #travelabroad #traveltheworld #travelinspiration #seetheworld #wander #wanderlust #fernweh,AMERICA
1014,New blog post on my time at Machu Picchu! Its long overdue but hope you enjoy reading a little bit on my experience! Go to the link in my profile and click on blog all the way to the write! Let me know your thoughts :) #machupicchu #machupicchu2013 #incaruins #incancivilisation #peru #lostcity #lostcityoftheincas #travelblog #travelsite #travelabroad #travelbug   #travelgram #travellife #travellust #travelonly #traveltheworld #travelinspiration #bucketlist #wander #wanderlust #fernweh #backpacking #aroundtheworld #worldwonder #amazing #incredible #ancienthistory #history,AMERICA
1015,throwback #varsity2013  .. miss this so much not gonna be the same next fall playing without you girls!,OTHERS
1016,#Friends ,OTHERS
1017,Alone at the Avenue des ChampsElyse.. An evening in Paris #throwback2013 #wintertrip #paris #lonelyplanet #traveller #backpacker #journeyaroundtheworld #avenuedeschampselysee   #solotravel #soloeurotrip #travelinstyle #ilovetravelling,EU
1018,Those clouds! #iguazu #iguazufalls #gargantadeldiablo #devilsthroat #falls #waterfall #cataratas #fozdeiguazu #argentina #seeargentina #aroundtheworld #travelbug     #travelblog #travelgram #travellife #travelonly #travelislife #traveltheworld #travelinspiration #wander #wanderlust #fernweh #new7wonder #naturegram #natureonly #natureporn,AMERICA
1019,#100daysofhappy #day81 only 159 days untill I go traveling. Cant believe how quickly time is flying by. Im really going to miss some of you lot but I have to do this and follow my dream :) #travels   #followmydream,OTHERS
1020,Missin this place! Been here several times. #Japan #Japan2013     #Christmas #Vacation #Traveler #Travelling #Vscocam #Vsco #Vscogood #Vscoonly #Vscounited #BestofVsco #Vscophile #Vscofamily #Vsco_masters #Bnw #MyuTheJetSetter #JetSetter #Road #MitchYu #ChefMitchYu #PhotoOfTheDay ,APAC
2624,Sher Puttar ! #lion #cubs #pride #tsavo #kenya #travel2014,AFRICA
529,Trekking through the cordillera Blancas outside of la paz Bolivia. #travel2014 #travel #getoutside #rei1440project #trek #exploremore #hike #liveactive #high #southamerica #bolivia,AMERICA
544,Sushi platter!  yumo! Dry rock restaurant in Knysna! #sushi #namnam #food #knysna #restaurant #southafrica #holidays #travel2014 #december,AFRICA
736,#pike and #7th #seattle #washington #usa #WA #PNW #travel2014 # #,AMERICA
737,@starbucksroastery #seattle #washington #usa #travel2014 #WA #PNW # #,AMERICA
738,At @starbucksroastery #seattle #washington #usa #WA #PNW #travel2014 # #,AMERICA
740,At @starbucksroastery #seattle #washington #usa #WA #PNW #travel2014 # #,AMERICA
912,#salmon #mac and #cheese for dinner! It was bigger than I expected. #seattle #washington #usa #travel2014 #food #instafood #PNW,AMERICA
1006,Hello nice to meet you #traderjoes! #seattle #washington #usa #travel2014,AMERICA
1007,#dinner at #dintaifung #seattle #washington #usa #travel2014 #food #instafood #taiwanese,AMERICA
1023,Can you see #safecofield and #centurylinkfield? #seattle #washington #usa #I5 #travel2014,AMERICA
1035,Missing NYC  #bestfriends #nyc #timessquare #bestcity #usa #newyork #shopping #winter #travel2014 #iphonesia,AMERICA
1081,Good morning!  #winter #travel2014 #wanderlust #USA,AMERICA
1112,#mels100happydays #day55 Helloooo Port Elizabeth  view from the sky! #travel #southafrica #plane #sky #view #travelgram #travel2014 #december #instapic #instatravel #holidays #family #familytrip,AFRICA
1127,#dessert #seattle #washington #usa #travel2014,AMERICA
1128,#spaceneedle #seattle #washington #usa #travel2014 # # #,AMERICA
1130,Night time #spaceneedle #seattle #washington #usa #travel2014 # # #,AMERICA
1131,Night time in #seattle #washington #usa #travel2014,AMERICA
1132,#pho for #dinner #seattle #washington #usa #travel2014,AMERICA
1140,Its snowing all day long!  #winter #travel2014 #usa,AMERICA
1143,Go #Seahawks #football #seattle #washington #usa #bus #NFL #travel2014,AMERICA
1166,First #starbucks in #seattle #washington #usa #travel2014 # # # #,AMERICA
1167,#seattle #washington #usa #travel2014 #publicmarketcenter,AMERICA
1168,Cold weather but chowder made us warm! #seattle #washington #usa #pikeplacechowder #food #travel2014 # # # #,AMERICA
1215,A favorite image from 2014 depicting the mighty Drakensberg (Dragon Mountains) An endangered Bearded Vulture takes flight with the green Ukhahlamba plateau backdrop. #travel #travelpic #travel2014 #travelsouthafrica #ThisIsSouthAfrica #threatened #vulture #beardedvulture #drakensberg #birdinflight #giantscastle #wildlife #wilderness #wildlifephotography #art #photosafari #photostories #bestof2014 @southafrica,AFRICA
1226,#creme #brle for #dessert #seattle #washington #usa #travel2014,AMERICA
1227,Todays #dinner #seattle #washington #usa #travel2014,AMERICA
1229,#seattle downtown 5th ave. #washington #usa #travel2014,AMERICA
1241,We are here in #seattle #washington #usa #travel2014,AMERICA
1505,Im dreaming of a white Christmas #Christmas2014 #USA #wanderlust #bucketlist #travel2014 #winter #ootd,AMERICA
1686,The start of some 2014 highlights the end of a year brings reflections learning curves travel stories and camp fire memories. Bring on 2015. #travel #travel2014 #travelafrica #travelphotography #botswana #Ariel #arielphotography #inflight #okavango #reflections #arielview #photostories #island #lovetotravel @igworldclub #igworld @ig_africa #ig_africa @ig_snapshots #ig_snapshots @teamtravelers #teamtravelers @travel.pic #travelpic @africanamazing #africanamazing,AFRICA
1711,Today I got to see the Grand Canyon. Didnt realize it was one of the natural 7 wonders of the world until the tour guide mentioned it. Pictures definitely cant do it justice! #breathtaking #travel2014 #yolo #arizona #USA,AMERICA
1789,#fbf #southafrica #apex #chrisfallows #missingthecrew #bestvaca #greatpeople #travel2014 #flashbackfriday #happiness #sharks #greatwhites #cagediving #fun,AFRICA
1870,Extrem hoch  #oneworldtradecenter #scyscraper #skyline #nyc #usa #9/11memorial #usa #travel2014 #iphonesia #instapics,AMERICA
1872, #missliberty #newyorkcity #usa #ferry #extremlycold #travel2014 #bestoftheday #awesome #iphonesia,AMERICA
1880,#usa #flag #timessquare #nyc #shopping #trip #christmastime #fun #travel2014 #iphonesia,AMERICA
2192,#bucketlist #travel2014 #USA,AMERICA
2465,Memorial city Houston #Travel2014 #Houston #City #Memorial #Day #Good #Happy #Crazy #Family #USA,AMERICA
2499,Dinner ala breakfast :) #luckymesweetandspicy and #spamandegg sandwich :) #instapost #instadaily #foodporn #foodstagram #naginusara #travel2014 #americanadventures #vivalasvegas #vegascape #kik #tam #happypanda #happytummy #pancitcanton #spam #eggs #toast #simplejoys #Eatpraylove #livelaughlove #feelgood,AMERICA
2550,We are not the only one to enjoy the beach !,AMERICA
2707,Small pretty Island.,AMERICA
2754,Happiness friends and food,AMERICA
2828,#tbt# Please dont see just a girl caught up in dreams and fantasies #travel #ny #usa,AMERICA
2853,#spotthewang #photobomb #americanmuseumofnaturalhistory #dayatthemuseum #newyork #travel2014 #STunited,AMERICA
2854,#hewasnttookeenonbeingfriends #trex #americanmuseumofnaturalhistory #dayatthemuseum #newyork #travel2014,AMERICA
2855,#mammouth #americanmuseumofnaturalhistory #dayatthemuseum #silly #STunited #alwaysbemycraypartnerincrime #newyork #unitedstates #travel2014,AMERICA
2857,#dembones #mammouth #americanmuseumofnaturalhistory #dayatthemuseum #gf #cray #fossils #newyork #unitedstates #travel2014 #STunited,AMERICA
2858,#centralpark #falltowinter #amazingviews #newyork #unitedstates #travel2014,AMERICA
2859,#mnmworld #newyork #unitedstates #somanyflavors #yummmmm #penutmnm #myfavs #gfs #travel2014,AMERICA
